- დო თე კაჭიჭი მუჭომ ჸურძენიდ ან მუ ფერიდ?	What kind of grape was Kachichi? What color was it?
- ჭიფანაა... ჭიფანა ჸურძენ უუღუ.	It has small... small grapes.
ჭიფანა კაკალეფ უღუუ.	It has smaller grapes.
ჯგირ ღვინ უუჩქუ, ჯგირო ქჷდარინუანქი დო, უჩა ღვინი.	Good wine is made of it if you make it properly, red wine.
ხოოდო კაჭიჭიშ უმუშო ადესა ღვინ მუთუნ ვაარე, კოჩანას კაჭიჭჷ არძეენს.	And, without Kachichi, Isabella wine is nothing. It is Kachichi that gives it strength.
ხოო ათეჲ გურშენი დიო კაჭიჭი რე, ადრე მოშმელენს.	And, owing to this, Kachichi is prior. It ripens earlier.
კაჭიჭის დოჭახუნდეს, ქოდარინუანდეს, უკულ ადესას დოწილუნდეს, თის ქუდარინუანდეს დო უკულ ათე ღვინს ართმაჟიას ქუხოლუანდეეს.	Kachichi was squeezed and wine was made. Later, Isabella was squeezed and wine was made. Later, the wines were mixed.
ოოდო თინა უმოსო აუჩარენდუ ადესას.	And, it made Isabella darker.
ადესას ბრელ მუთუ ინა ვაუღ, მუ ჯოხო, ღვინობაჲ დიდ მუთუნ ღირსება ვაუღ ისი დო.	Isabella does not have much that, what do you call it. It does not have much worth of wine.
კაჭიჭ არძენდუ მუჭოთი ძალას არძენდუუ, კოჩანას არძენდ ღვინსი დო ფერს ხოლო არძენდ დო არომატის ხოლო არძენდ.	It was Kachichi that gave it strength, power, and gave it color as well. It have aroma too.
ადესა ჯგირ არომატ უღ, მარა კაჭიჭ გეთმუუძინაანდ ხოლო დო ათე უჩა ღვინი, ართმაჟია ხოლაფირი ჩქიმ ბაღანობას არძას უღუდ.	Isabella has good aroma; however, Kachichi increased it, and, in my childhood, everybody had a mixture of these two wines.
ათაქ ჩქიმ მეზობელეფს, არძას უღუდ თე კაჭიჭ დო ადეს მეტ მუთუნ ვაჩანდ თაქინეშის.	Here, all of my neighbor had Kachichi and Isabella. Nothing else thrived here.
ხოდო ჩეეში ჩაანდუ ხოლო ჩქიმ ბაღანობას.	Well, Cheshi too thrived in my childhood.
ჩეში ჯოხოდუ, ნოვას უძახუნა მაჟიანერო.	Its name was Chemi, also known as Nova.
ჩე ჸურძენიე თენა.	This is a white grape.
ხოოდო ეთიშე ჩე ღვინს ოდგინანდეეს.	And, white wine was made of it.
თის ხოლო მუშ ინა ოკო, გიჩქუდას ოკო მუნერო დაარინუე.	You should be competent how to make it.
ჯგირო ქჷდარინუანქ დო შამპანურჯგურა ღვინ ქოდოდირთუ, მუსით ჯოხო დო.	If you make it well, the wine will be like a champaign as such.
უკულ არ დღა უღ თის, ეთიმ დღას გინაჩირთუ დო მუშით ქოოდოცენს.	And, it has a specific day; if you miss the day, its grapes will fall down.
ოოდო ეთი დღააშახ მუთუნფერო გოწილე ოკო, ნამდა ვადოცუასიი.	You have to manage to pick them on that day not to let them fall down.
- თე ბებ დო ბაბუს მუთუნ წეს უუღუდესო ეშ დორინაფაში განსაკუთრებუჲ?	- Did grandmother and grandfather know a special method for making it?
- უჩქუდეეს, მუნეფს უჩქუდეს.	- They did; they knew it.
ა, ხო ქოიწი ასე, დაჩხირს იკმუურძანდეს.	I did tell you that they set fire near it.
ეთექ მიორჩქიედ, კარს ვაგაჯანდეს, ჩხურუქ ვემილასია დო ეთექ დაჩხირს იკარძანდეეს.	They took care of it there. They did not open the door not to let cold in, and they set fire.
სიტიბა ოკონია ღვიინსი, ჩხურუქ ვამოხვადას ოკონია დო ღვიინსი.	They used to day that wine needed warmth and cold should not reach it.
უჩქუდეს მუ დროს გეუწირუდეს, გეიობეესკო.	They knew when to squeeze it, when to move it into fermenting bottles.
მაგაჲითო, ღვინ ხო ბრეჲხანს ვეშილებე ჭაჭას გაჩემებული, დეძმარებუნია დო.	For exmple, wine should not be left in grape skins and pips; it will turn into vinegar.
უჩქუდეს მუ დროს გეუბუნუდესკო, მუ დროს გინუწირუდესკო ოკოდ.	They knew when to move it to fermenting bottles, when to filter it.
უკულ მაჟიაშა გინოწირდჷდ, თხოლოს მირინუანდუ.	When it got lees on it, they filtered it for the second time.
ფუნაფაას უკულ ბოცაშა დინი..	After fermentation, wine was moved into a demijohn.
ეთექ ხოლო ფუუნდ ღვინ, მშუ გვალეჯგირო.	I remember well that wine kept fermenting in it too.
შანქარს უხოლუანდეს, უშანქარეთ ასე ჩქინ ჸურძენ, ათაქიან ვეერგუ.	Sugar was added to it. Without sugar, our local grape is not worth.
ოოდო სიროპის დაფუნუანდეეს დო ეთის ქუხოლუანდეეს, მუჟამსით დოჭახუნდეს თიმდროსჷ.	Syrup was made and added when grapes were squeezed.
ოოდო გვაჲე ჯგირ ღვინ იშმელეენდუ დო ბაღანეფს ხოლო მარძენდეეს ჭიე ჭიეთ, ფშუუ.	And, very good wine was made, and we, children were allowed to drink a little, as I remember.
თიჯგუა გემუან ღვინ ორდ.	It was such a delicious wine.თვითონ ასე მა სოდეთ მუვშენქინ, თე სოფელს ჯოხო ზუბი.	The name of the village, I work presently, is Zubi.
თვითონ თე წარმომავლობა თე სიტყვაში, სოვრე მორთუ ზუბიქინ, დიდი ფიქრი ვაკო თეს, რუსეფიშ მუშულაშ უკული ოკო რდას დო თე ტერიტორია, ადრე, ა, სოდეთ ასე სოფელიენ, თენა ჸოფე ხობწყარპიჯი.	As for the origin of the word, it is not difficult to guess. It should have occurred after the Russian invasion. The territory, where the village is located presently, was a bank of the Khobistskali river.
ანუ დასახლება ვაჸოფე.	That is, there was no settlement.
ოდო მიდგარენი კოს მინოჸვე ურემი, ოდო ქუძირუ რუსი მიდგარენი განწარებული გილერულე დო ქოუკითხირ მუ გოკონია, თუ მუ გაწუხენსიან, თეს უთქუალ ზუბი, ზუბია დო კიბირს ნოჭუე.	A man going with his cart and saw a trouble Russian running, and, when he asked what was happening to him, the answer was: "Zub, Zub." It appeared that he suffered from tooth-ache.
მარა ინდროს რუსული სოფელს მითინს ვაუჩქუდუ, ოდო თე კოჩშა ხოლო მუთუნი, ასე ვთქვათ, შენწება თე მეურემეში განშე ვაჸოფე.	But, in those times, nobody in the village spoke Russian, and the carter didn't give him a hand of help.
მარა თვითონ თე სახელი ზუბი უცხო სიტყვა რდუნი, ბოლოს ეთი უბანშა ქიგუდვალუნა, სოდეთ ამდღარი ჩქინი სოფლელეფი ცხოვრენანი.	However, the name Zubi, as a foreign word, was eventually given to the neighborhood where my fellow villagers live presently.
სკოლა რე ზუბისი.	There is a school in Zubi.
ოშაყარალი მაღაზია ცალკე მიღუნა.	There is a shop where we come together.
ადრე აფთიაქი ხოლო მიღუდეს მარა ვაჸუნს იზმა, ასე ვთქვათ, მომხმარებელი დო იშ დიკილუ.	In the past, we had a pharmacy as well; however, it doesn't have enough customaers and it was closed.
იირფელი მუთ ქორთულ წესენს ახასიათენსინ თე სოფელიშ დინახალე, ირფელი ისრულებუ.	Everything what pertains to Georgian customs is performed in the village.
ახალი წანაში მულა, ქირსეში აღნიშვნა.	We celebrate New Year's Day, Christmas.- ქუჩუჩის ... ასე ვარე ქუჩუჩიშ სეზონი.	There is a tradition of Kuchuchi [=Chichilaki, a Christmas tree made of hazelnut branches]. Now, it is not a Kuchuchi season.
მინ ტრადიციათჷ ჭუნა ვარდა ობინეხეეს, ვარდა ორტვინს ეშმადვანა, მარა მა ბჩუანქ, მუშენდა მოკო თენა ბრელქ ქოძირასი.	Sometimes, following the tradition, it is either burnt in a vineyard or placed in a vegetable garden but I keep them because I want many people to see it.
ქუჩუჩ რე უმოსო სამარგალოშ დო გურიაშჷ ტრადიცია.	Chcichilaki is more traditional in Samegrelo and Guria.
კალანდობას კულტურა ხოლო უმოსო ჩქინ რე, ქოიჩქუნა.	You know tradition of "Kalanda" is predominantly ours.
დო მარგალ კოჩი, სამარგალოს ახალწანა დო კუჩხა კალანდა ვარდუ ქუჩუჩიშ უმშო.	A Megrelian man in Samegrelo, can hardly be imagined without a chichilaki on the New Year's Day, on First Footing, nad on Kalanda (Christmas).
ანა თხირშე რე კეთებულჷ, მარა შურამიაშე ხოლო ორთუდეს.	This one has been made of a hazelnut but it is also made of a tree of heaven.
ასე ჩქი ქიგუაჸუნით გიშაძიებას, სოურე მორთ თენა, მუს ნიშნენც.	Now, we have to explore where chichilaki has come from, what it means.
რე ჟირ ვერსია.	There are two versions.
ართ ვერსიათ ბასილი, წმინდა ბასილიშ ბჟაკე რენია იჩიებუნა დო თინა მოხვარნანია ახალწანაშ სერს თუ ქირსეშ სერს დო თიშენ რენია.	According to one version, it is said to be St Basil's hear and that it will bless us on the New Year's Day on Christmas, and, hence it is.
მაჟია ვერსია ხოლო არსებენს, ათაქ ხო უშკურეფს გიამარგენა, დუც ხოლო თეს, ანა ნიშნენსია პლანეტებიშჷ, დედამიწაშ გილულასჷ ბჟაშჷ გარშემო.	There is another version: the fact that apples are fixed on top of it implies the movement of planets, of the earth around the sun.
მუკი მუკი არის გარშემო.	Muki-muki means around.
ათაქ უღუ უშკურეფი, ვარდა მუდგაინ ხილი, დუც ხოლო უღუ დო ათენა ნიშნენსია, პლანეტებიშ ბჟაშ გარშემო გილულას დო ათნა ხოლო ჩხორია რე.	Here on its sides, there are apples or some other fruit, there are also some on top of it; they say that this symbolizes the movement of planets around the sun, and, besides, "Chkhoria" [=sun ray].
თქვა ქოიჩქჷნანო ჩხორია მურე?	Do you know what "chkhoria" means?
მურე ჩხორია.	What is "chkhoria"?
- ქიფჩიათ თიშე ხოლო.	Let's talk about it as well.
-ჩხორია ქართულად არი მზის სხივი, ათენეფ რე ჩხორიეფი.	Chkhoria denotes a sun ray. These are chkhoria [=shaved parts of a chichilaki].
-აი მუ დროს დუთმოდგუნდჷ თე ქუჩუჩის მარგაჲ კოჩი?	When did a Megrelian individual installed a chichilaki?
- ასე მუჭო რდუ, მექუჩუჩე სოფელსჷ ჸუნდუ, ოფუთეს ჸუნდუ.	Well, it happened that a village had a master of chichilaki.
არგუსოშ ბოლოშახ შაყარანდუ ათე ნოჸელეფსი, კეტეფსჷ დო იჭყანდ უკული, მუშ პერიოდის უჩქუდ მუჟამ დიჭყუკო თეშ თოლუა.	He collected branches, stickes, till the end of August, and, then he began; he knew when to begin shaving a chichilaki.
მუშენდა გვიან გაკეთი და ვეგჷშგალე.	Because, if you begin latee, you will fail.
დო ახალწანაშ პერიოდის იჭყანდეს მონწყუალას.	People begin decorating it in the period prior to the New Year's Day.
მა ბაღანობას ხოლო ბშუ თხირიშ ნოჸელეფ უღუდუ დო ხილეფი დო კამფეტეფი დჷ თეშ გონწყუალა.	What I also remember from my childhood is that it had hazelnut branches and that itwas decorated with candies.
დო დიაჩქიმ ხოლო იჩიებუდუ, თენერი რდჷ თიშ ბაღანობას ხოლო.	My mother said that a chichilaki was the same in her childhood.
დიდო თე ტრადიცია თირელ ვარე.	This tradition has not changed considerably.თექ [ბერთემს] რე ხოლო დედამოკა.	Here, in Betlemi, there is also a location called "Dedamoka".
ხო და დედამოკააში ისტორია თენერიე ნამდა თი შკა ოშკაბანე საუკუნეემსია, კოჩ თქუანსჷნ, მახუთაა საუკუნეშეე მავითოხუთაშახ შუა საუკუნეეფი დჷ დო თიშ უკულ ხოლო თე ჩქინ სამარგალოს და საერთოდ საქორთუოს ირო გითმიანთხუუდუ თურქეფი.	The history of Dedamoka is the following: in the middle ages, as people say, from the 5th century till the 15th, and after that, Samegrelo and, Georgia, at large, were invaded by Turks.
მა თაშ გამიგებუ თენა.	I have heard it.
ბაღანობაში ის გირაგადჷქ, მუჭო მიხსნენდეს თეს.	I am telling you how I was told about it in my childhood.
მა საერთოდ ირო მაინტერესენდ ისტორია.	Generally, I have always been interested in history.
დო თე მუჟანს ვარდუო კოჩიი ჩქინ ოჯახშა სტუმარი ქიმიშუ, ვარდა მუთუნინი, თინეფ მუთუნ ჯვეშ ამბეებს მოყვენდეს და, მა თექ გევოხედ დო ირიათო გაფაციცეფით უჯინეედი თინემს.	Whenever a guest visited our family, or something happened, people told old stories, and I used to sit there listening very attentively.
დო თენეფიშ ნარაგადშე... .	I am telling you what I have heard from them.
ასე ვერსია ნამუთ ინტერნეტის გეძჷნ, ჭიჭე შხვანერიე დო მა ათაშ მაფ გჷნაგეფ თენა, ნამდა, ათე დედამოკაშ ტერიტორიასჷ მოკათ ოსურს გამათხოზუა დამპყრ... თურქიქ.	Presently, the version, which is published in the Internet, is slightly different, and I have heard that it was the territory of Dedamoka where a pregnant woman was chased by a Turk.
ქოძირუა თემომენტის თეენა, ნამუც წყარს ეშმა..	He saw the pregnant woman who was taking water from the spring.
წყარ, წყურგიჲშე წყარ მოუღუდუა, ხოდა გამათხოზუა თექ ოჭოფალო.	She was taking water from the spring, and the Turk chased her in order to catch her.
ონიი, ირტუა თე მოკათ ოსურქ.	The pregnant woman ran away.
ირტუანჷ, ტეხირ პიჯშე ირტუა, დიდყობკონი თიგურშენი.	She ran away; she ran away towards the bank of the Tekhuri river in order to hide herself.
ონი გამათხოზუ ე კოჩიქ ხოლო.	And, the man chased her.
გამაათხოზჷნი, ტახირს ხო ქაადირთჷ ასე, ქაადირთ, მუ ქიმნას ასე ტეხირსჷნი, გაჩერდუა თე ოსურქ, გაჩერდუა დო თე თურქიშ ხეს ეშალკონ თიშა ისხუნუუა ტეხირშა ქასხაპუკოვანი.	When she was chased, she reached the Tekhuri; she came there and she didn't know what to do. The woman stopped, and, in order not to get caught by the Turk, she jumped into the Tekhuri.
თი მომენტისია, ლეგენდა რე - ტეხირქ დეჭიჭარუა.	In that moment, as the legend goes, the Tekhuri decreased.
თი ადგილს მართაჲო ჭიჭე რე, ძაამ ვიწრო ხეობა რე თი ადგირს, თი დედამოკა რე თექ.	The river is actually small in that location. The gorge is very narrow where there is Dedamoka.
დო ათე ოსურქ ქაასხაპუა დო გეგნოსხაპუა მაჟია ნაპირიშა.	The woman jumped onto the opposite bank of the river.
მა ათაშ მაფუდ გინაგებ, ინტერნეტის თაშ ვეგეძ.	This is what I have heard. This version isn't available in the Internet/
ქუას გიგიოსხაპუა დო გექვაუა, ათაშ გეძ	That version says that she jumped onto a rock and turned to stone.
-აჰა	Aha.
- ხო დო მა ვარ, ბაღანობას თაშ ჯვეშეფ ჩქი ათაშ მიწიინდეს, ნამდა გესქიდუა თექ, ოდოო ირტუა თეთ.	And, I have not heard the Internet version. In my childhood, aged people told that the woman survived and escaped.
ათე თურქიქ ხოლო ქასხაპუაა, მარა ექ წყარ ქენაანთხუა იშო, ვეგნასხაპუა.	The Turk too jumped into the river but he didn't reach the opposite bank.
იშო დიიშკვიდუა თე თურქიქ.	The Turk drowned.
ოდო თიშ უკული თი არდგილს, რახანთ ასე მოკათ ოსურიში გიგნასხაპინა ადგილი რე თინანი, თი ადგილს დედამოკა ქიგიადუა დო ასე ხოლო დედამოკა ჯოხო თი ადგილს.	And, since then, the place where the pregnant woman jumped was named Dedamoka, and it is called Dedamoka.
დო ქუა ხოლო ნამუთ თექ რენი, ეთი ქუა ნამუც გიოსხაპუა თი ოსურქჷნი, თი ქუაქ უკული მიიღუა იშ ფორმა მოკათ... მოკათ ოსურიშ.	And, the rock, which is there on which the woman is said to have jumped on, the rock took a shape of a pregnant woman.
ხო, ოსურიშ, ქალის ფორმა, ანუ ოსურიშ ფორმა მიიღუა.	And, the rock took the shape of a woman.
ოდო ექ ნუ შხვა ვერსია რე ნამდაა გექვაუა დო ნუ მაინც ესე იგი, თი, ისა თურქის ხეს, ხექ ვეშიეხ.	And, there, in the Internet, there is a different version that she turned to stone, that is to say that Turk failed to reach her.- აი, თქვა ამზადენთ ლაარჭემს.	Well, you make this pipe.
აი, ათაქ გეძ ასე ლაარჭემი დო თეეს მუჭო აკეთენთ.	Here is a pipe; how do you make it?
აი, მუშე აკეთენთჷ დო თეს მუ... მარგაჲეფ სო მითმიოგანდეეს, მუს მითმიოგანდეეს?	Well, what is it made of? Where did Megrelians played it?
- აასე კინ თი ბოშიშ ჭყოლოფუა რე თენა.	It is still thanks to that guy, Dito.
სერგი მაკალათიაშ წიგნი ქაშამიოლ ხეშა.	I happened to get a book by Sergi Makalatia.
თექ საოცარო აფ ეჭარილ თენა დო თი წიგშე მუთ მიჩქჷნ, ათეს მახოლო ქიგეჩიებუთჷ.	He provides an amazing description of a pipe. I'll tell you what I know from the book.
ლარჭემიშ ბაზრობა ჸოფედ ხოობის.	It says that there was pipe fair in Khobi.
ოდო ათავრე მიშჷნ პიროვნება ხობშა, ბაზრობაშანჷ, მეზობელ მეზობელს ოჩინანდ, ლარჭემ ქუმომჯუმევა.	When someone from here went to the fair in Khobi, his neighbor asked him to buy a pipe for him.
ქომჸიდია დო ქუმომჯუმევა.	He asked to buy and bring it.
ათე საკრავ ვაოფედ, თენა რდჷ საქონელიში მჷკართინაფალჷ ინსტრუმენტი, ნამუთუთუ, ესე იგი, ბრუო ინა რე თენა, ჟირი, ოთხი, ამშვ, რუო.	It was not a musical instrument. It was a shepherd's pipe to summon livestock back. This is to say there are eight reed stems, two, four, six, eight.
ბრუო კალამია რე აკოსკვილჷ თენა, ათე რუო კალამიაშე.	Eight stems are tied up. It is made of tied up eight stems.
ართ ართ საკრავიე ათენა, ნამუთ წყაარს იშოლუ.	It is one of the musical instruments which is soaked in water.
წყარ ქიგიბათუ დო უკულ უღ საოცარ ხმა დო ანა ხოლო ვესვა..	Water is poured onto it, and, then, it has an amazing sound.
ათჷნა რე ლაკაციაჲ ეშვებით სკვილი, მარა თეშ ოკო რდას ოკო სკვილი, თენა ვაკოციასი დო დუდ ვეძირედასჷ ოკო.	It is connected by means of acacia thorns; however; they should be tied up so that they will not dissemble, and the top of the knot is to be visinle.
დაჭყაფუ დო დასასრულ ვეძირედას ოკო სოთინჷ.	A beginning and end of the knot should not be visible anywhere.
ათჷნა გუაკეთჷ დო ათე ზომეფ მა ხოო ლააფ ვამჩქჷდ თეჲ დო წარმოდგენა ვამღჷდ მუ დჷნ.	Dito provided me with the sizes, and this is what I made. I couldn't play it and had no idea what it was.
დო წარმოგიდგინებ, ათენა ეთი ბაღანა ბოშიქ ქუმორთ, დემურ ბიძიავა, თქუ, მუზეუმს მაფუნია ნაძირეფჷ დო წარმოიდგინ, თენა თექ თბილისშა გურაფულენდჷ დო უკულ აბარენდჷ თი პერიოდიჲ მიდურთუმუდ დო თენა არძა დუზიმუდჷ ათაშ დინახაეშე, ქუთხუუ ოდო ქუმომიღ ზომა.	Can you imagine? The child, the boy, Dito came and said: "Uncle Demuri, I have seen it at the museum". Imagine, he studied in Tbilisi and then passed exams. In that period, he went to the museum and measured all the pipes from inside; he asked the museum to allow him. And, he brought me the sizes.
გუაკეთით თენა, ენა უკვე ნაღდაას თინა რე, მუთუ რდჷნი.	I made this. It actually was a copy of the original version.
მაჟია ქუაჩუქჷ მუსჷ.	I presented Dito with another one.
მასმა - ბათუმურ პიროვნება დჷ თენა, გვარ გუმოჭყორდ, ათეე ხალხურ ფოლკლორს იჭარანდჷ.	As for the third one, there was a man from Batumi, I forgot his last name, who recorded folklore.
ვა... ვა... ვაფშ გვარ.	I don't remember his surname.
ოდო წარმოიდგინი, ეთის ქუაჩუქჷ.	And, imagine, I presented him with it.
უფრო სწორად, გუკეთი დო ქიმუჯღონ თაურენგანჷშე.	More exactly, I made and sent it to him.
ასეე ათეშიი უპრატესობა მურე?	Well, what is its advantage?
ათჷნად მაგალთოო ჩხოულეფსჷ შხვა ხონარით უძახჷდეს, კურუენს შხვა ხონარით, მოზვერ... მოზვერენს შხვა ხონარით.	It was that, for example, cows were summoned with one sound, oxen - with another, and calf - with still another. Various livestock were summoned with various sounds.
ოდო აარძა დჷ საქონელიშ მჷკართინაფალჷ დო დაძახინალჷ.	All of the pipes were for calling and makeing return.
უკულიი მუჭო სალამურ, ჭყიშენს უღუდეს იგივეთ მუკართინაფალი თეში, უკულ საკრავო გინირთჷნ თეში, გინირთ თექ ხოლო მიოგამალო საკრავო.	Initially, a shepherd's pipe was used for calling livestock; later, it became a musical instrument.
ასე მა ქიმუოშვიტინანქ თეეს.	Now, I'll whistle with it.
ასე თქვაცალო ჩაბერვათ, ასე დინობარუათჷ.	You have to blow it.
ათექ მა მუთ გინომით თე ბაღანაქჷ ქოიჩქჷნო?	Do you know how Dito surprised me?
ბაღანას უძახჷქ, ქჷმაპატი გიო, ინა, მუ ჯოხო, დედაა..	I'm calling the child, I'm sorry, Gia, what is his name, God...
- დიტო.	Dito.
- დიტო.	Dito.
სახელ ხოლო ქა...ქაშმომოჩირთ ჩქაქ.	I made a mistake about his name.
,,დილა მშვიდობისა საქართველოშა’’ ჸოფე მოწვეულ დო დომრეკ ახალ ინას.	He was invited to the show "Good Morning, Georgia" and called me.
ოდო დემურ ბიძიავა, ჭუმე ოჭმარეს ქორჩოდჷნიაო.	He said: "Uncle Demuri, aren't busy tomorrow in the morning?"
მუშენი?	I said: "Why are you asking?"
მუდგარენ მოკონ თიქ ვათქუ დო დოირეკჷნქია დო დომრეკ ვითიშ გვერდის.	He said he wanted something. He couldn't tell it to me and promised that he would call me. He called me at half past nine.
დემურ ბიძიავა, ასე ქემერთია, ტელევიზორ ჩართია, მიწუ დო მუკჷვოჯინიო, ამარ ქოვძირ.	He said: "Uncle Demur, now go and switch on you TV". I watched it and saw him there.
დო წარმოიდგინ, ჩქიმ ნაკეთებ ჩონგურით დო ათე ჩელა ვარდუო ბიძია მიოგჷნ, მა ათაქ ჩილამურც იმგარდი, თი დონეშა.	Imagine, he played "Chela" with the lute made by me, my dear. I liked it so much that I cried here with tears running down.
ხო ქჷგახიოლუა გემორაგადუ თევრეგანშე, მუ ჯოხომაქ-უწიი.	He added: "Are you glad?"; I said that I, of course, was glad.
ათენათ რთულიე, მარა თი დონეშა ქიმიოგ დო კაკალე დიხაჲ ჟირხოლოჲ ჩაბერვა ხოლო [რდჷ დო].	It is difficult to play the pipe but he played it so well that sometimes he blew in two pipes.
თენა ირდ სოდგადნჷ ათავრე წალენჯიხაშ რაიონჷშა, თიჯგუა დაინტერესებულიე თენა.	Dito visited Tsalenjikha District because he is rather interested in musical instruments.
ოდო ეთექჷ ჯვეეშ ჭყჷშიქ დაგურუ თეენა.	There, in his village, an old shepherd taught him how to play it.
ათეჯგუა მოიტერეს..	He is rather interested.
- აის მუშე ამზადენთ, ან მასაჲა მუიჲე?	What do you make it of? What material is it?
- ათჷნა ორე დასურო ლარჭემს უძახჷნა თესჷ მარგაჲურო, ლერწამი - ქორთულო.	The Megrelian for it is "larchemi." The Georgian is "lertsami" [=reed].
ლარჭემიე, ჩაანს თენა თაქ.	Reeds grow here.
ხვარენდეს თესჷ იში, მურე თიჲ ჯოხონი, ბინეხიშ სინა ვარდჷნ თი დროსჷ თეშ გაბუნაფალო, მჷკაკილარო.	It was used, what do you call it, a wire for the vine, when there was no wire, it was used for fixing vines.
ნახვილენს გინმაბუნუანდეს, ქჷგაბუნუანდეს ოსურეფ მინდორს დო ჩაანდ თენა.	Women hung and fixed washed clothes with it; and reeds grew.
მა ვამჷჩანს, მარა ათაქ მეზობელს უჩანს ართ დიხას, მაჟია დიხას, მუდა დიხას ჩანსჷ დო ეთეურეგანშე რე თენა მოღალირჷ.	I don't have it but my neighbor has on one spot, on another as well, it grows on many locations and is brought from there.
