- დო თე კაჭიჭი მუჭომ ჸურძენიდ ან მუ ფერიდ?	What kind of grape was Kachichi? What color was it?
ენა შიშხვათ გიშაგორე ოკო თენა.	You have to choose it with respect to thickness.
ოდო მიღჷ ასე ოძირაფალო, ნამდა პირველ საკრავიე, მიოგამალიე ვამიჩქ საკრავიშ სახელ მარგალურო.	I have something to show you; this is the first musical instrument. It is percussion. I don't know the Megrelian word for the instrument.
ოდო მარგალური, ათჷნა მარგა... ათეთ იჭყაფჷ არძა მა... ინა საკრავ, მარგალურჷ საკრავეფ.	It was Megrelian. This is the beginning of al Megrelian musical instruments, a history of Megrelian musical instruments.
ლარჭემიშ ისტორია ათეჯგუა რე მოკლეთ.	This is the history of a pipe in short.-ათე პატჷნეფიში გურშენი მუ შილებე, მუ გჷგაშინენა, ჯვეშო უჩქუდეს ხო, ხვამა, წირუა?	What can you recollect about "batonebi" [=rashes]? Did people practice praying in the past?
- პატჷნეფშე ხვამათ უჩქუდეს.	They prayed when a child had batonebi.
უკული წითელე პატჷნეფი მიდგას ოსურუდუნ, ქიგეგონენდეს შხვადო სოდგა რდჷნჷ, თექ ოკო მიდეუნესკო თე მუნეფიში ბაღანა, თიშ ოძირაფშა მუდგარენი ტკბილეულით, ხილეულით დო იშო აშო გილმეშეს.	Then, when someone had measles, they learnt where someone else was also infected, and they had to take their child to visit another one bringing sweets, fruit, and went to and fro.
დო პლიუს ათეს ხოლო რდჷ ჯა ნეძი.	And, moreover, there was a ritual of a walnut tree.
ნეძი რდჷ ჯა, ნამუში ფესვის შილებედჷ თი ბაღანა გაგთატარკონჷ ფესვი დო დიხაშ შკას.	A walnut was a tree under roots of which you could let your child pass, between a ground and a root.
თიჯგუა თხრილი რდჷ, ბაღანაში გჷთოჸუნაფა დო გატარება შეილებუდ.	There was a ditch under which a child could pass.
დო მუდა ბაღანა გეტარებუდუნჷ, თიშ მიხედვით ჭითა ლენტეფი მიკიბუნუაფუდჷ თექი.	And, as many children were let to pass it, as many red ribbons were hung up there.
თი ლენტეფი ირიათო თექ რდჷ.	Ribbons were always there.
მეუძინანდ კოჩჷნ, მეუძინანდჷ, მეუძინანდჷ დო დღას, მუშით დელპებუდჷდა ვარა, კოჩი ვანკონწყჷნდჷ, ჭუალა ვეშილებედჷ.	People added and added ribbons, and, if only it got rotten by itself, otherwise nobody removed them.
-მუ ვაშინერდ თე დროს მაგალთო, პატჷნეფი გიზოჯჷნდ ოჯახის თიწკმა?	What was not allowed to do in a family with a child infected with "batonebi"?
-პატჷნეფი გიზოჯჷნ თი დროს ხმაური ვეშჷლებედჷ, ჩხუპ ვეშლებედჷ, ღვინიში შუმა ვეშილებედჷ, რდიკო ოკო მშვიდას, წყნარას, ნორმალურო.	When there was "batonebi", it was not allowed to make noise, to fight, to drink wine; you had to behave in a peaceful, calm, normal way.
-დიხაში ნჭყოლუა.	To dig earth.
-ვაა, ვეშილებედჷ დიხაში ნჭყოლუა მუთუნით, მუთუნი ცუდიშ გაკეთება მუთუნიშ ვეშლებედჷ.	No, it was not allowed to dig earth; it was not allowed to do bad things.
-აჰა, გასაგები რე, ჯგირი, მადლობა.	Ah, I understand; thank you.
- რას... [მუს იჩიებუქ სკან გოლვაფრო].	Not at all, my dear.-ჯგიირ, ასე გეგნოვთაათ თქვაან სოფეჲშაა, თქვაან სოფეჲს ჯოხო თარგამეულიი, თე სახეჲქ მუშეენ გიადუუ, მუშეენ გიოდვეეს თე სახეი?	All right. Now let us turn to your village. The name of your village is Targameuli. Why was it named so?
-ანუ თარგამუჲი თაშიეე, მარგაჲურო გეგნიპონაათ, ნამუთ ჯოხოო მოსვანჯეჲი დიხაასჷ, სოდეც ორდუ, უჲი დიხას უძახუუთ ჩქიი - მარგაჲეეფ, სოდეც ქუმოხვაად თე ხალხიშ ართ ართ დასახლებააქ თე ადგიჲს.	Well, Targamui - this is how it translates into Megrelian, which means 'rested land', where there was, this is how we, Megrelians refer to a land where nobody has stepped; this is where these people settled, this place.
ანუ რე თარგამუჲი, ტეხირ მეეურს, ტეხირიშ კვარჩხან დო მარძგვან სანაპიროეეფს ხალხი ცხოვრეენს.	Here is Targameuli; the river Tekhuri flows, people live on the left and right banks of the Tekhuri.
ცხოვრეენდ ადრე საუკუნეეფს გოჲაას, სოდეც ამდღაა ხვაჲე რე შემორჩენიი წმინდა გიორგიშ ეკლესიაა, სოდე ოხვამეეს უძახუდეეს ჩქინ წინაპრეფიი დო თინა ორდუ.	In earlier centuries, they lived in the mountains where presently only St George's church is preseved which our ancestors referred to as a shrine.
სასაფლაო ხოჲო თექი დუ.	There also was a cemetery.
უკუჲ უკუჲ ხალხიიქ თუდო თუდო გიჲეკიინ, თიგურშენ ნამდგა ტეხირ უფრო დიდ მაშტაბიით ორდ გოფაჩიჲი დო წყარი უფრო დიდი რდჷ; მუჭო დეერკუ ტეხიირქჷნი, უფრო თუდო ტეხირს, სანაპიროეფს გეეშენ, გეეშენინ სოფეჲქ.	Later on, people moved downwards because the Tekhuri was spread more widely and water was spread over more territory; as soon as the Tekhuri got lowered, villages appeared on its lower banks.
-თე სოფერს, ანუ მუზმა ხანიე მუთ ანუ რე, ქოიჩქჷნადაა, მუზმა წანაე არსებეენს დო მაგაჲითო მუ გვარიი ხაალხ ცხოვრეენს თააქ დო მუზმა კომლიე?	How long does the village exist? Do you know people of which surnames live here? How many households are there?
-თარგამული მარგაჲურო, ჩეულებრივ თარგამული სოთინ ვაა... ისტორიაას ბრეჲ ვგორი დო ვააჭარ, ნამდგა საწყისი მუდროშე რე, მარა მუჭო თაშინ, ხალხიი ძირითადო თაქ შხვადოშხვა გვარეფი ცხოვრეენს.	Targamuli in Megrelian, normally, Targamuli nowhere... Iooked a lot in history [=sources] and it is not written from which time it exists, but people of various surnames live here.
რე სიტყვაშა მიშველიეფი, ნარუსკუაჲეფიი, რეენა სართანიეეფ, ფარცვანიეეფ, ცავეფი, რე მრავალფეროვნება გვაარს.	For instance, there are Mishvelia, Naroushvili, Partsvania, Tsaava; there is a diversity of surnames.
ძირითად ჩქიინ სოფეჲიში ართ ართ კულტურა, ნამუც რე ბინეხი დო მებინეხეე ხალხ ცხოვრენს თაქ; ნერგიი, ნერგეფი გიშმაჸუნა მარგაჲურ ჯიშეფიი.	The principal culture of our village is vine; vine-growers live here. Vine saplings are growm here, Megrelian breeds.
თაქ ორდ ადრე მარგაჲურ ჯიშეფიშ ართ ართი აკვანიი დუუ.	In the past, it was one of the cradles of Megrelian breeds.
ძირითად სამარგაჲოშეე, მუთ უმრავლეესწილო, მუთ გოოჩაანს ბინეხიინ, თაურეშე მუთმოხვადუუ მომარაგებაა, ჩქინ კუთხუში.	Most of the vineyards in Samegrelo were supplied from here, from our area.
-აი თე სოფერს თქვაან არძაშეე საყვარეი ადგიი ნამუე; ნამ ადგიი გიორა არძაშე მეტო დო მუშენი?	Which is your most favorite place in this village? Which place are you fond of most of all and why?
- ჩქიმ საყვარეი ადგიჲი რე ტეხირპიიჯ დო მაჟია რე ჩქიინ ოხვამეე, სოდეც წმინდა გიორგიშ სახელობაშ ეკლესია მიღუნაა.	My favorite place is a bank of the river Tekhura and another one is our shrine where there is St George's church.
თექ ეკიჲენქჷნ ჟიდოხშეე მთელ, მთეჲი სოფეი მორჩქუუ დო აი თექ შურიიშ სიტიბაას გინაფუჲენქ რაა, ათაშ ქოვთქუათჷ.	When you climb there, the entire village is visible from above and you perceive warmth of soul there, so to say.
-დო თე სოფეერს, აი თუნდაც ოხვამეობა ახსენიით ასე თქვა, რენო თიიწკმა დაკავშირებუჲ მუთუნ თქმულებაა ან გადმოცემა, ნამუთ თი ოხვამეეს უკავშირდებუუ ?	You just mentioned the shrine. Is there any legend associated with the shrine?
- ჩქინ გვარიიშ ართ ართ რე ისტორია მუჭო მიჩქუნან, ჩქინ გვარიიშ, ანუ მფარვეჲი ხატი რე წმიდა გიორგიშ ოხვამე, სოდეც ჩქი ისტორიაშე მუურსუ ნამდგა, ჩქინი გვარი განსაკუთრებუჲი იცვეენდუ წეს ჩვეულებეფს.	As far as I know from the history of my family, the patron icon is St George's church; it has been known historically that our family followed customs in a particular way.
დღესასწაულეფ, წმინდა გიორგობა წანაშე ჟირშაახ რე, ეჩდოსუმ ნოემბერს დო ამშვი მესისჷნ, ჩქინ კუთხუშოთ განსაკუთრებუჲი ათინადჷ ნამდგა, განსაკუთრებუჲი დღესასაული, ნამუსუც ჩქი წმინდა გიორგობას ეთმებღნიშნენთჷ.	Holidays, St George's Day is celebrated twice a year: on November 23 and May 6. For our area it was particular, a particular holiday which we celebrate, St George's Day.
არძა ჩქინ გვარიიშ წარმომადგენეჲი, ასე რე ჩქინ სოფეჲიშ, კურთხუუშ ხალხი.	All representatives of our surname are people from our village.
-ანუ თე დღესასწაულს ანუ მუდროს ათმაღნიიშნეენთ, ეჩდოსუმს თუ ამშვიის?	Well, when was the holiday celebrated, on 23 or 6?
-ეჩდოსუმ ნოემბერს დო ამშვ მაის... მესიის.	On November 23 and May 6.
-ანუ ჟირხოჲო დღესასწაუს ათმაღნიშნენთო?	That is, did you celebrate it twice?
-ჟირხოჲო დღესასწაუულ ეთმეღნიშნეებ ჩვეულებრივო.	We normally celebrate both holidays.
-დო მუს აკეთენთ; ანუ მუჭო ათმაღნიშნენთ, მუს ორთჷთ?	And, what do you do? How do you celebrate it?
-ანუ ეთმეღნიშნეებ ძირითადი რე, მეურსუ, წირვა მეურსუ.	How it is celebrated, a divine service is performed.
საეკლესიო გოფჭოფათჷნ, პაპა მუთმუურსუ დო, ბაბაჩია, ათაშ ქოფთქუათჷნჷ.	As its religious aspect, a priest arrives, a "babachia" [=father], so to say.
მუთმუურს, წირვას აღავლეენს დო უკუჲ ჩვეულებრივ ტრადიციულ ტრაპეზი იმართებუუ.	He arrives, performs a divine service, and afterwards there is a traditional dinner.
მთეჲ სოფეჲიშ ხალხიი, ბაღანეეფ, ახალგაზრდობაა ტრაპეზიის ქიინკუდოხოდუუთ დო ჯვეშ ამბეეფს გოშინა მეურსუ, ჯვეშ წესეფიშ გოშინა მეურსუ დო თააში.	People from all over the village, children, youth join a dinner, and old stories are recollected, old customs are recollected, and so on.-ართ ჭიჭე მუდგარენ, ზღაპარივით არის ეს.	This is like a small fairy tale.
ეთი დიიდ ბაბჷ ხომ ქორდ, დიიდ ბაბჷ.	I had a great grandfather.
ჩქიმ მუმა საერთოთ ნუ შხვანერ კოჩიდ თი დროს.	Generally, my father was a different man for his epoch.
ირთუდუნ ეფერ დო ბრელ ჸუდე აფ გჷმნათირა.	He moved a lot; he changed many homes.
ასე ონჯღორე რე თქუენ, მარა - ბრელი ეშ განათლება უღუდ, ჭკვერი დუ დო მორაგადეთ - ირკოჩიშ უჯგუში.	Well, it is a shame to say that but he changed many homes; however, he was educated. He was smart and spoke well.
ოდო ქალაქშა მიდაფთით ოცხოვრებშა.	He moved to the city to live there.
ჭიჭე ვორდი, თენა რე ეჟდოვითოჟირი.	I was little. It was in 1932.
ლეხი რე ჩქიმ მუმა.	My father was sick.
სოდე მეურს უნჩაშინ, თექ ოკოპუნთ ჩქი, აბა მუ ფქიმჷნათ დო ქიშმოტყვინეს, ბაბუქ დოღურუა, დიდ ბაბუქ.	Wherever he went, we followed. What could we do? We were informed that grandfather died, great grandfather.
დო მალაფთით, მუუთ?	And, what did we travel by?
ჩქიმ მუმა ცხენც გეხე, ჭიჭე ჯიმა მიჸუნცუ, სუმ წანერინ, ათაქ უკებ დო ჩქიი, მა, ჩქიმ დიდა დო უნჩაშ ინა, კუჩხით ეკოფთხოზუთუ.	My father was riding a horse. I have a younger brother. He was carrying him, and we: I, my mother and my elder borther were following him.
ეეჩი კილომეტრი, ეს ზღაპარივით რე, თიშენ გირაგადუქ.	We passed twenty kilometers. It is like a tale; that is why I am telling it.
ეჩი კილომეტრი მიდაფთით დო ქიმეფთით ბაბუშ ჸუჩა.	We passed twenty kilometers and came to grandfather's house.
ათე ბაბუ, ექ ოდას ჸუდეს ვარჷნ, ეთი ქუხნას დიდ ინა, შქა დიხასჷ ქუდუდგუმნა ინა დო ბაბჷ გილაჯან თაქ.	Grandfather didn't lay in the oda house. A big bench ws placed in the middle of the kitchem, and grandfather lay there
ასე იშო ვამნომრთუმ მა.	Well, I didn't enter.
ღურელ დღას ვამაფ ნაძირეფჷ, წარმოდგენილ ქჷგაფნო?	I haven never seen a dead. Can you imagine?
ოოდო ათაშ ქინთუოჯინით მა დო ბიძისკუა მიჸუნდ ხოლო ჭიჭეთ უკლაშ ჩქიმი.	And, I and my younger cousin looked at him. He was a little bit younger than me.
აათენა უჯინითოო, ბაბუშ ჩხვინდ ნებეტან ჟი აფ ეკუნელჷ.	When we looked at him, we saw that grandfather's nose was raised too high.
თენა ქობძირით დო გენწომიოლეს ძიცაქჷ.	We saw that and burst into laughter.
მუთუნით ვამმატებეს თექ, სოიშახ ოთხირეშა ვებდითჷ.	I couldn't stop it until we went to the hazelnut grove.
იახა ამდღა ხოლო მაძიცინუაფ.	I still laugh.
აართი.	This is one.
მაჟია რდუ ხოლო.	There was another.
ხოლო მა დო თი ჩქიმ ბიძისქუაქ მიდაფრთით, ღელე ქოიჩქჷნო მურენ?	Another one is that I and my cousin; do you know what 'gele' is?
-ქო.	Yes, I do.
ხომ ქოიჩქ?	Do you know what it is?
-ჭიჭე წყარი.	A small river.
-ო, დაგუბებული წყარი, მინ ლეტამ, მინ მუდგარენჷ დო შარაპიჯი რე.	Yeah, the riverr was dammed up, sometimes muddy, sometimes somethings, and it was along the road.
ჭიჭე ვორეთ, ჭიჭე, იმმა სკოლას ხოლო ქუორდიო, ვამიჩქ.	We were little; however, I don't remember whether we went to school or not.
ოდო კუ, თენას ოპჭოფუნთ, ენიბლენთ ღალჷშა.	And, we caught a turtle and went into the river.
ათაქ ქეწიფხუნუა, მალეპუნანქ შარას, ქუალეფ ქუგუნწკარი, ხოლო მაჟია ოკო ოპჭოფე.	I put it on my lap, took towards the road, putting stones around it. I wanted to catch another one.
მუშო მოკონ მისჷ უჩქჷ.	Nobody know what I want them for.
ოდო ქუმოფრთიო, ენა ვარე უკვე.	And, when I came back, the former one was no longer there; it escaped.
ა დო, ბოლოს ირო თაშ ქჷგმოსკიდჷ ოდო ათე ართ ჭოფილ მალეპონით დო მალაფთით ჸუჩა.	Finally, I was there. I took another turtle, which I caught, and went home.
სო?	I didn't know where to take it.
ვართ ჩქიმ ეზო, ვართი... არძას უღჷ ონჭა.	Neither to my nor to other people's yeard... Everybody has their "oncha" in their yeards.
ონჭა ქოიჩქჷნო?	Do you know what "oncha" is?
-ჭა, ხო?	A well, isn't it?
-ჭა.	A well.
-წყარიჲ ეშაღალარ.	To get water from.
-ონჭა მარგალურო.	The Megrelian for it is "oncha".
აათენა ირკოსჷ უღუდჷ დო მუ ბღოლათ თეს დო გებჭოფ დო იშ ქენთუოხუნე თექ.	We all had a well. What to do with the turtle? I put it into the well.
ქენუორაგვე, ააა ტომბარდ, დიიდუფ, ეენა მუჭო ფქიმინი მა.	I dropped it into it. It was deep. Alas, how did I do that?!
ჩქიმ ბაბუ, მითინიშ ვაფშჷ, მითინიშ დო ბაბუ მით უმეტეს მითინს ვალახუნდჷ, თენა ტყურარდ.	My grandfather. No one and, paticularly my grandfather used to beat me. That wasn't true.
თხირიშ ჭინჷ გეჭოფუ დო ძაამ მანგარო გობლახუ, ჭიჭე ბაღანა დო იმტი ოთხირეშა.	My grandfather took me a hazelnut twig and beat me brutally, and I ran away to the hazelnut grove.
ოთხირეშე იშო გინიბლი დო სოდგარენჷ ოო სერშა დო უკულ ობჭოფუ დო ქომხუტორუ დო ხომ ქოიჩქჷნია აა, მუზმა წანა რე, გაკვეთილ ვაგობჭყოლადჷ.	I left the hazelnut grove in the evening. Then, my grandfather caught me and hugged me; he said: "You do know what you did." So many years passed and I have not forgotten that lesson.
თენა ათეცალ, მეტ ბრელ მუთუნ ზღაპრულ, ბრელ მუთუნ, მარა ინა ასე ვაუხუჯანს, უკულ.	That is the story. There were so many fabulous ones; however, it is impossible to tell all of them.
ბეევრი ცხოვრება ბრელ მუთუნს გოძირანსჷ კოჩის.	Life can show one a lot.
ეზმა წანა ვართ უნაკლოთ ოდო ვართი შეუმჩნეველო ვემეურსუ.	Many years leave dissaponitments and traces.
ბრელი რე ენა დო ოშნერ მუდგარენჷ.	Many years passed and a lot happened.ჯვარიში, ათე ტერიტორიასჷ ოხუუ დო ტობავარჩხილჷცჷნ ფერი, ლეგენდა რე ართ ათეშნერი, ნამუთ მა მაბრუო კლასის ვორდინ თიწკჷმა, ქჷდმავალეს სკოლას.	There is a legend about this territory of Jvari and Tobavarchkhili Lake; I was assigned to record the legend when I was at school, in the eghth grade.
დო ჩქიმი მეზობელ კოჩქ დო მანგარ, ვეფხისტყაოსანც ზეპირო რაგადანდ დო მუ ხოლო ლექსეფს ჭარჷნდჷნ ფერ კოჩქ, გალ სამუშია რდჷ დო თიქ ქჷნმოჭარაფუ დო ათეშნერ რე თე ლეგენდაა:	My neighbor, a great man who knew "The Knight in the Panther's Skin" by heart and he composed verses himself, such a man, it was Gali Samushia, and he told me it; and the legend was the following.
ჯვარშავა მიშუა იშ ყარაჩიშჷ, ყარაჩ ჩრდილოეთ კავკასია რე, ყარაჩაი-ჩერქეზეთის რესპუბლიკა რე ასენ, ყარაჩშევა გილეშუა ოჩოკოჩი, დეემ კოჩი მუდგარენ, ნამუთია ათაქია ქიმიშუა დო გეუვალუანდუა თე მეწონებუდუნი ფერ ძღაბის დო მიდეჸუნანდუა იშო.	Ochokochi [goat-man] used to visit Jvari from Karachi. Karachi is situated in the North Caucasus, which is the Republic of Karachay-Cherkessia presently. He said that it as a giant man who came here, got hold of a girl he liked and took her away.
თეშა მუთუნქ ვემმახვარჷნესია ჯვარელეფც, მუთუნცუ მუთუნით ვამარიებესია თეშა დო ბრელ ხანც იწვალებდესია თაში.	He said that people of Jvari could do nothing to help, could not take over him, and they thus suffered.
დო ამ დროს გამკორჩქინდუა თე დროს თაქი ხოლო ათეჯგურა დევგმირ მიდგარენი კეთილ კოჩქ დო არამხუტუ ჯოხონ ფერ კოჩი, არამხუტუ ჯოხონ.	And, it was then when another giant man appeared, a kindheart man, and the man, Aramkhutu by name, [appeared, Aramkhutu by name.
დო თინა ხოლო ადგილობრივ ვაჸოფე, მარა გამკორჩქინდუა თექ.	He was not a local resident but he appeared.
ჯვარალემქ ქოთხიისია თესჷ, ქჷმმახვარითია.	People of Jvari asked him for help.
ათეჯგუა, ათეჯგუა თაშია, თაშიან, უწუა - ჯგირია ოდო ქჷდოხვადუა წი თი კოჩქ ქჷმორთუან.	They told him everyhting what happened, and he said "all right', and, that year, he met the man when he came there.
თინა გილეშუა ათაქ ოხაჩქუე ჯოხო გვალა დო ეთექ ჯოხო ყვირა.	He walked here there is the mountain named Okhachkue, and there its name is Kvira (the mountain and there).
გიმე ხო მოურც ამარი, ათაქ მაგანა მოურდუ მდინარე დო ათავრეშე რე ყვიირა, ორი ათას მეტრამდეა სიმაღლე, ეურე ოხაჩქუე რე, თენეფ ჟირხოლო ჟიშე გინაჯინექჷნი, სკვამ რენა ჯიმალეფცაჲე.	Running downhill here, there was the river Magana, and, on this side, there is Kvira, two thousand meters high, and, that side, there is Okhachkue. They both stand as brothers, and they are beautiful when look down at them from above.
ხოდა თექ გვალეფც რე ინჭეფი, ასე ხოლო, თის სამკუთხედჷ ათეშნერი ინოსოფილი ადგილეფჷ.	Well, in the mountains, there are wells, lowered spots in a triangular way.
მინ დიხას თირ ხოლო ინოსკიდ ჯიშტი დო ჭყჷშეფ თექ მუდას ინოდვანა, ხორცის შენახჷნა ა მუდგარენეფ ფერ.	In some places, snow remains, there is 'jishti' [snow trapped in the hunnel], and herdsmen keep things there, meat and various things.
თინა ბრელ რე თი გვალასჷთ დო თე გვალასჷთ.	There are a lot of spots like that both over this mountain and over that mountain.
ჸათე ყვირასჷ რე ქუაქანცალია, ეს ცალკე დასრ... თე ლეგენდაშ ბოლოს რე თი ქუაქანცალიაშ გურშენჷ, დაკავშირებულ რე თეწკჷმა.	Over the mountain of Kvira, there is Kvakantsalia. I'll tell you about it at the end of the legend. It is related to this.
ქჷმორთ, პირდაპირ ქინკიჯინ ასე თეურშენი გვალასდჷნი, თაურშე ქჷდუძახუა არამხუტუქ, ვეგმართავა, თაქ მა ვორექია დო ვაქიმინავა თენა.	He arrived. When he looked directly hither, when he was over the mountain, Aramkhutu called him not to come down there because it was him who was there and not do it.
დო ექ უწუა, სი მი რექ, თაშ თეშია დო მოკლეთ იწკჷმა ქიბჩხუბათია.	And he asked who he was. The other one told him, and, in a word, then they decided to fight.
ყვირას ქჷგმოდჷრთ არამხუტუქ, ყვირაშ გვალასჷ, ოხაჩქუეს - ოჩოკოჩიქ დო ქუდუჭყეს ართიანს ქუალეფიშ ჸოთამა.	Aramkhutu stood on over Kvira and Ochokochi stood on over Okhachkue, and they began throwing rocks at each other.
ასე ენეფ ოჸოთანდეს თე ქუალეფ, მუშ მადიდა იჸედ, ხომ ქო.	Well, the rocks they were throwing would be huge, right?!
ხოდა, იბრძოლეს კაი ხანი, რაღაც ვაფშ ასე, მარა თექი რამდენიმე, მუზმარენ დღასჷ.	And, for a long time, I hardly remember it now, but several days.
დო ბოლოს არამხუტუქია დოჭკირუა, ქჷმახვამილუა თი ქუა დო უკულ მაღურუდუნ ფერქ აშო ქაჸოთუა თი ბოლო ძალათ დოშაყარუუა რახანთჷ, ქაჸოთუა დო არამხუტუს ქჷმოხვადუა ხესჷ, კჷლეს დო ჭი გოჭკირუა რა, დაჭრა.	And, finally, Aramkhutu wounded him; he hit him with a rock, and then the other one who was dying threw one back with his final strength as he gathered strength, he threw it and hit Aramkhutu's arm, and wounded him slightly; he wounded him.
იქ დოღურჷ.	He [Ochokochi] died.
დო არამხუტუ ღორონთეფიშ ჩამომავალიდუა.	Aramkhutu was a descendant of gods.
უკულია ტობავარჩხილს ქინიბონუა თე ხე.	Later, he washed his arm in Tobavarchkhili.
ოდო ათიშ გურშენ ტობავარჩხილიშ წყარ რენია წმინდა დო ამდღა ხოლო ასე, მა ხოლო გილუურქუ ტობავარჩხილშა, ასე ბოლო წანემს ჟირ სუმშახ ქუვორდი დო იშენ ვორიდჷდ თი ამბეს, მით უმეტეს - ჯვეშეფი.	That is why the water of Tobavarchkhili is holy, and, even presently, I held back from it, particularly, older generation; I too visit Tobavarchkhili. In recent years, I was there two or three times.
თუმცა ჩქი ართო ვორდით დო მიდაფრთითჷნი, ართ ჩქჷნ ჯგუფიშ წევრიქ, თანმდებობაშ კოჩქ პირდაპირ ქინასხაპ დო ტან გიბონ თექ იშენიშენჷ.	However, we, several men, visited it together, and, when we arrived, one of our group, a public officer jumped into it and bathed thereby.
და ართ სათიშ დინახალე, ასე შხვანერო ვაგომგათ, მარა ართ სათიშ დინახალე, ესეგი ხუთ დღას ვარდ სოთინ ჭვიმა დო თიჯგუა მერეხიქ გიმალჷ, მიბრულედით გიმე, ონდო ელაფთით ჭყჷშიშ კარეშა.	In an hour, please understand my words correctly, but in an hour, for five days before that there had been any rain anywhere, there was such a shower of rain that we ran downhill until reached a herdsman's tent.
ხოდა რაც შეეხება ქუაქანცალიას.	And, as for Kuakantsalia.
ქუაქანცალია რენია არამხუტუს ვარდუაო აშო მოხვად ბოლო ქუაქჷ დო ჭკჷრჷნ, თინა რენია ქუაქანცალია.	Kuakantsalia is the rock that hit and wounded Aramkhutu. That one is Kuakantsalia.
ქუაქანცალია გჷნაგებ ქჷგაფჷნანო თქვა?	Have you heard about Kuakantsalia?
ქუაქანცალია ნამდვილ ვთოჟირ ტონაშ ქუა, ნამუთ მჷკოძ თე გვალასჷ, გეძჷ კჷნჷ მაჟია ქუასჷ დო კჷთჷს ქჷნკოდვანქ ჸათაშ თინა ხოლო და, დიკაკუანს, მიკ მიკ, კაკ კაკ.	Kuakantsalia really weighs twelve tons lying over the mountain. There is another rock over it, and, when you touch it with your finger, it begins knocking: mik-mik, kak-kak.
ვითოჟირ ტონიან ქუა რე, ვით ვითოჟირ ტონიან ქუა, აჸ.	The rock weighs twelve tons, ten or twelve tons, eh.